"Comment","Sentiment"
"So  it is stuck somewhere.","Negative"
"Vishal Kher to Benjamin  Camille  9:38 AM (54 minutes ago)  Hi Ben,  I was going to open a jira after checking with you guys.  With your solution won't we run in into the problem that Camille pointed out by marking the snapshot for lastZxid - 1? - Peer fails after taking the snapshot. The snapshot has applied lastZxid, which created a child znode. During recovery it will apply lastZxid, which will faill with NodeExists and we will increment the Cversion of the parent (after fix for ZOOKEEPER-1046). So creation of sequential znodes won't be be really sequential. This is probably acceptable, but should be clearly documented. If not, then from this bug, it looks to me that patch ZOOKEEPER-1046 was also not complete. We may need to conditionally update cversion.  I think we need a clear document of how snapshots are supposed to work and what to assume while taking snapshots and while recovering from snapshots. It will be very helpful for to verify the correctness of implementation and for future bug fixes.I will open a jira for this bug shortly and post our discussion as well.  Thanks.  -Vishal  ","Positive"
"Guillaume  Thanks for your commit. It fix this problem and my example works fine now with this fix. ","Positive"
"Thanks Richard   Patch was applied to LUNI module at repo revision 397522.  Please check that the patch was applied as you expected. (I've got strange commit notification with message: [... 31 lines stripped ...] ) ","Positive"
"fix the launch console message","Neutral"
"Committed to branch. Thanks  Remus!","Positive"
"Sorry  yes I believe this has been resolved.","Negative"
"This is awesome!","Positive"
"Closing this record  since 4.1.0 is now released.","Neutral"
"Thanks John for bringing this up and also for providing the patch.","Positive"
"It could have been created as a patch and that is far as its gotten.  Assuming that we're talking we're just talking about creating a simple .snk to create strongly named assemblies when talking about signing assembly:  I didn't see a .snk file in the Lucene.Net_2_9_4g branch when setting up the build scripts. I haven't looked in trunk yet.  The Lucene.Net_4e branch should have a already have a snk. I could add the same snk file to trunk and the 2.9.4 branch when I go add the build scripts to the trunk this weekend, so that all the branches are building strong assemblies.  Someone would still need to go back to the tag and create a 2.9.2 version using the snk whenever the next release does come out. ","Neutral"
"If this is deemed to be a valid bug  you can use my upcoming patch which simply doesn't pass the calls to getLoginTimeout and setLoginTimeout through to the BasicDataSource.  I guess it could be a good thing to let the BasicDataSource throw the UnsupportedOperationException notifying the programmer that their call to the method really isn't doing anything.  OTOH, they probably care more about successfully migrating their 1.0.2 app to 1.1 and this is just getting in the way. If they really want to know why their call to setLoginTimeout isn't working they can check the included javadoc.  So, if you decide it's a bug then there's a patch coming...","Neutral"
"I am an idiot - this was a dupe of GUVNOR-84","Negative"
"I did NOT want to add a ""framework""  but rather *exactly* the opposite. ","Neutral"
"I see you rebased the patch  thanks a lot.","Positive"
"+1 patch looks good.  Thanks a lot!","Positive"
"Updating 'Fix For'  to Unknown on issues not targeted for 0.8","Neutral"
"A feature with wrong functionality is as bad as  if not worse than  a bad performance.","Negative"
"Sorry  I tought I could commit this patch but I did not realize that one of the files is in the framework (and I have not access to it). ","Negative"
"Yes  that's right.","Neutral"
"Patch commited","Neutral"
"Hi Roman   Which version of Servicemix are you using ? There is an camel feature (which includes camel-core, camel-spring and camel-osgi) in the org.apache.felix.karaf.features.cfg, you need to replace it with camel-core and camel-spring-osgi. Please make sure there is no camel-spring, camel-spring-osgi, camel-osgi installed at the same time.  ","Neutral"
"It's working! Thanks.","Positive"
"Sorry for the spam - but which test method - can't find any related to the SnapPuller on trunk.","Negative"
"I just committed this to trunk  thanks Owen","Positive"
"How bad is it?","Negative"
"{quote} Adriano: Can you summarize all your changes in both issues into a changes.txt entry for both branches? {quote}  Hi Uwe, yes, I can do it, I will need to review the entire code again (3x and trunk). I plan to do this during the weekend. But if you want, commit Vinicius's code and I commit the changes to changes.txt later ;)","Neutral"
"Thanks for the help BJ!","Positive"
"I must have clicked the wrong link.  I didn't mean to mark this resolved.","Neutral"
"Thanks  it works fine!","Positive"
"An updated documentation of the Processor is now at http://wiki.apache.org/solr/LanguageDetection  @Lance: What params were on your mind as candidates for keyword instead of true/false, and for what potential future reasons?","Neutral"
"Damn...","Negative"
"Dupe of JUDDI-310.","Neutral"
"I just committed this. Thanks pat.","Positive"
"Awesome speedup! Finally all this work shows great results!!","Positive"
"I just committed this. Thanks pat!","Positive"
"Attaching the latest version of the patch from review. Incorporates a trivial javadoc fix as suggested.","Neutral"
"Sorry  should have commented on this much sooner.","Negative"
"The patch looks good  and so do the tests.  Thanks.  My only question is why were the following lines added to setup? {code} conf.set(YarnConfiguration.NM_LOCAL_DIRS, ""file:///bin/echo""); conf.set(YarnConfiguration.NM_LOG_DIRS, ""file:///dev/null""); {code} The test seems to pass just fine without them, and I did not understand their need.","Positive"
"Well  if it is just a documentation bug  even better. Thanks for the clarification.","Positive"
"If I get a chance I may even roll it into our dev environment but I am currently in the middle of mem leak hell.","Negative"
"Missed 2 new files - sorry !","Negative"
"Running tests on this. Will commit once it is done. Sorry  this one fell off my radar...","Negative"
"There is no mxmlc.exe in the 4.10 release only mxml (for OSX and Linux) and mxml.bat (for windows). How did you install 4.10? ","Neutral"
"Patch attached.","Neutral"
"Sorry about that.","Negative"
"Marcelo  thanks for pointing out this; it is now fixed in rev.","Positive"
"Committed to trunk. Thanks  Sushanth!","Positive"
"It is not yet tested - I ran into strange build problems with APR. ","Negative"
"i don't think that any special filtering should be performed for the access control content such as e.g. rep:policy nodes. but as far as i can see  you didn't incorporate this into the patch  right?  testing for Tree#exists in the NodeDelegate looks ok to me...","Neutral"
"Jaigak - Its nice to see another application on top of Yarn. Since its a lot of new code, could you please add some notes on the high level components and suggest some pointers on navigating the code. It will help review the changes. Thanks!","Positive"
"Damn dyslexia!","Negative"
"Committed as r1406707. Thanks for reviewing Sijie.","Positive"
"Our caller may not notice what happend right now.","Negative"
"Thanks for looking into this Allan.","Positive"
"Damn.","Negative"
"+1 with the read-ahead removal.","Neutral"
"Created an attachment (id=8670) javadoc patch to org.apache.xalan.lib and org.apache.xalan.lib.sql ","Neutral"
"Corrects problems with continuous replication timeouts introduced by r916518 and r916868.","Neutral"
"What a stupid name I chose for that object... )-:","Negative"
"Sorry  db name is TPCDB  user name TPC  pwd whatever...","Negative"
"Hi Aidan can you take care of this when you do QPID-1010. Thanks","Positive"
"Committed to branch  thanks Eli","Positive"
"committed to trunk. thanks Ning. ","Positive"
"Thanks Bilgin   it is working fine now.","Positive"
"That fixes my testcase.  Thank you!","Positive"
"This change was only applied to the 0.5.x-dev branch. It needs to be merged to trunk.","Neutral"
"bq. CASSANDRA-2444 got in the way  I'm not sure what the right solution is here.  I buy the premise of 2444 that you don't necessarily want to get hammered by compaction when you're first starting up (warming up caches).  So I don't think ""check for compactions ever N seconds"" is a great policy.  But, I'm not sure ""check every N seconds, starting M minutes after startup"" is great either because it's not something a user will just guess when he's wondering ""why aren't compactions happening yet?""  Any other ideas?","Neutral"
"model objects were not serializable","Neutral"
"+1  thanks Tom!","Positive"
"Added the following to getRollbackOnly():  if (status == Status.STATUS_NO_TRANSACTION) { throw new IllegalStateException(""There is no transaction in progess.""); } ","Neutral"
"Thanks  Dhruba!","Positive"
"Pull it back in if you think different.","Negative"
"Committed revision 771270.","Neutral"
"kevinwilfong updated the revision ""HIVE-2797 [jira] Make the IP address of a Thrift client available to HMSHandler."". Reviewers: JIRA, njain, ashutoshc  Ran updated my checkout.  REVISION DETAIL https://reviews.facebook.net/D1701  AFFECTED FILES shims/src/common/java/org/apache/hadoop/hive/thrift/TUGIContainingTransport.java metastore/src/test/org/apache/hadoop/hive/metastore/TestRemoteUGIHiveMetaStoreIpAddress.java metastore/src/test/org/apache/hadoop/hive/metastore/IpAddressListener.java metastore/src/test/org/apache/hadoop/hive/metastore/TestRemoteHiveMetaStoreIpAddress.java metastore/src/java/org/apache/hadoop/hive/metastore/TUGIBasedProcessor.java metastore/src/java/org/apache/hadoop/hive/metastore/TSetIpAddressProcessor.java metastore/src/java/org/apache/hadoop/hive/metastore/HiveMetaStore.java ","Neutral"
"The fix is attached.","Neutral"
"Looks like patch failed QA due to lack of tests. Are there existing tests for the shell? At a glance  I couldn't find any.","Neutral"
"Great - thanks for the heads up Ben!","Positive"
"It still need a lot of work  but there's an initial version checked into the sandbox now.  * http://svn.apache.org/viewvc/struts/sandbox/trunk/jpa-mailreader/  See STATUS.txt for design notes and such.  ","Neutral"
"Here is quite bad.","Negative"
"Jacopo   Thank you for your work! I'll test it today and let you know what I find.","Positive"
"I committed this. Thanks  Nicholas","Positive"
"Thank you very much  Richard.","Positive"
"I missed the context.","Negative"
"Sorry Jacques  I have not seen that it was a grouped bugs. In this case I have used to set in the grouped bugs the sum of the components used by detailed issues. I didn't like unknow components. Otherwise we can add a new fictitious component - GROUPED ISSUES - and assign this component to this type of issue.  Thanks Marco ","Positive"
"Thanks Tucu! You are right. I had not thought of that.  I'm on the fence because we are serializing a process which should happen fast (so parallelizing is good). Like you already mentioned bq. 1* Add a method in the FileSystem to disable its shutdown hook. MRAppMaster would disable it and call closeAll() explicitly (it already does). This is already present (by setting conf.setBoolean(""fs.automatic.close"", false) ) So I'm not sure what problem this JIRA is fixing. Or are we planning for the future? I'm fine with the latter answer being yes. I'm just curious.  The patch looks good for what it intends to do, although the latest one doesn't include the fixes you made in response to Nicholas' comments.","Positive"
"I also rename the references in droids-spring.  Commited revisions: r985451 r985452","Neutral"
"It may suck  but at least *I* won't be the one bringing in a dumb dependency to a logging library.","Negative"
"Committed revision 1343996.","Neutral"
"Sorry  that should have said fixed via HADOOP-4980  not 6980.","Negative"
"My bad.","Negative"
"that's bad Content-Type from gSOAP.","Negative"
"+1 patch looks good.","Positive"
"Ugh  well that sucks.","Negative"
"Looks good  patch applied -- Thanks Naoki!","Positive"
"{quote} because they are non-javadoc Eclipse-related only, and not everybody uses Eclipse. {quote}  ouch... sorry about that. You will not see that again.","Negative"
"Sorry everyone.","Negative"
"The fknames patch looks good!","Positive"
"Sorry.","Negative"
"Thanks Jukka for fixing this :) (sorry)","Negative"
"Sorry.","Negative"
"Committed to trunk. Thanks Tim!","Positive"
"My apologies for the confusion.","Negative"
"Fix applied  thanks.","Positive"
"Committed to 0.94 (operability) and to trunk.  Thanks for the patch Jie.","Positive"
"JB  do you expect problems when we upgrade Camel 2.10.0 to Spring 3.1.0 (and deploy it into Karaf 2.2.x)? Because Camel leverage on the Karaf Spring feature, it will use Spring 3.0.x when running inside Karaf 3.0x and Spring 3.1.x when running in Karaf 3.0.x.  IMO, when we can upgrade to Spring 3.1.0 without any modification, it should not a problem...","Neutral"
"I created a regression test for HARMONY-1654 and attached it to HARMONY-3522. ","Neutral"
"Thanks Ilya.","Positive"
"Thanks for the patch  applied to 1.x and 1.5.1","Positive"
"I just committed this.  Thanks  Milind!","Positive"
"Thanks for the patch  applied for 2.0.1/2.1","Positive"
"Hi  I've started working on this. I think I have an idea of what to do design-wise  but if anyone has any suggestions please let me know. ","Neutral"
"I think we all know it just sucks.","Negative"
"This was my bad.","Negative"
"Thanks Ram   That seems like a definite improvement.","Positive"
"I mean keep purging that cache asset.","Neutral"
"Thanks for the patch Daryn   +1  I put it into trunk, branch-2, and branch-0.23","Positive"
"bq. I just committed this to trunk and branch-0.23. Thanks Derek! Also branch-2.","Positive"
"Committed @revision 1440266 in trunk Thanks Lufeng, if and when you get around to the patch for 2.x I can review. The patches for tests are very welcome in Nutch. Thank you. ","Positive"
"Committed to 1.3.3 at revision: 705591 ","Neutral"
"bq. this is solr's fault by having a getter that does some heavy duty xml shit.","Negative"
"Closing all resolved tickets from 2010 or older","Neutral"
"Thanks Bruno and Bilgin   You patches are in trunk revision: 691953  Great to see good cooperation at work :) ","Positive"
"Keith - This is done. Thanks","Positive"
"My bad  forgot to include the test file in the patch... Resubmitting in a second. ","Negative"
"I believe in relativity :-)","Positive"
"Stepan   Sorry, I didn't see you comment until I'd committed the change - Sian tested it for me.  I've no idea what the msvcr71.dll issue is - but I don't think that is anything to do with my changes.  The fetch-depends/checksum issue for icu-3.4.zip should be fixed with my patch. ","Negative"
"Patch looks good. +1","Positive"
"Works for me. Thank you Paulex.","Positive"
"Got it  thanks for the explanation.","Positive"
"Duplicate of HADOOP-3906. Plz comment there.","Neutral"
"missed encoding for non-array request parameters.  It doesn't look like I can remove previously attached files.  Whoever is reviewing the code  should use the latest patch.","Neutral"
"Setting to midnight UTC after parsing sounds fine to me.  yyyy-mm-dd looks good too.","Positive"
"Looks good.","Positive"
"Igor  sorry it took me so long to get back to this.","Negative"
"Hi Andreas   Sorry for my late reply.  I haven't looked in to the difference between using the ResponseBuilder#getFilters and using filter's in a normal query. Are there any functional differences between the two ways other than that one of them utilizes Solr's filterCache and the other doesn't?","Negative"
"What is interesting here is that the OOM error already occurs while processing the SOAP part of the message and not while accessing the attachment part (as one would expect). What is the stack trace that you get with Axis2 1.6.1 and Axiom 1.2.12?","Neutral"
"Yes please - pull request away  my friend!","Positive"
"planning to fix this.. I am planning to remember completed containers (only id) at node manager for predefined time (10min). Does that time sounds reasonable or we should make it configurable? ... I don't really think adding a new configuration parameter will be a good idea but I am open for any different approach / adding conf .. thoughts? This will have a similar implementation like YARN-62 but only difference is that YARN-62 only tracks container for a time after it starts to avoid duplicate launch..where as this tries to avoid logging errors for valid stop attempts...","Neutral"
"Would you post saxon error message?","Neutral"
"+1  looks good","Positive"
"Sweet :) You got there before me","Positive"
"Thanks for review and test case  Knut.","Positive"
"Didn't make 1.1","Neutral"
"@Ted Thanks for taking a look. Sure  I will make that change on commit. ","Positive"
"Strange things going on. With Google Chrome  uploading patch files corrupts the file. With MSIE it worked. Sorry for the noise. Yesterday it worked normally...","Negative"
"Attached another refresh","Neutral"
"Oopps  bad move !","Negative"
"Thanks Otis.","Positive"
"Attached patch","Neutral"
"Sorry for the confusion :)","Negative"
"Thanks!","Positive"
"Thanks for the patch Janko. I put the changes into 1.3.x and 2.0.0.","Positive"
"The issue arises due to the call to <ant> in the ""docs"" target of plugins/build.xml  It uses the system $ANT_HOME/lib/* if it can find it.  So the solution might be to add a note to howto/howto-buildPlugin.html#ant to describe the abovementioned workarounds.  Is there a better way to call forrest targets from within project ant build files. See FOR-145 ""Make Forrest able to be imported by Ant""  ","Neutral"
"Please apply this patch file. Cheers, Kaushalye","Positive"
"I am perfectly fine with that.  It seems like more overhead  but I am fine either way.","Neutral"
"Thanks for the new patch  Kim. +1","Positive"
"It sucks to lose the code readability  but it seems like a reasonable price to pay.","Negative"
"I just committed this. Thanks for the reviews  Doug.  (BTW the last patch didn't include the removal of lang/java/mapred/src/main/java/org/apache/hadoop/io/SequenceFileBase.java, so I did that manually when I committed.)","Positive"
"Thanks for getting started on this. I have a couple of requests -  1. Could you please upload a patch to this JIRA and grant it to Apache ? 2. This patch doesn't apply cleanly to trunk, would you mind updating a patch that would ?  It will make it much easier for us to review it.  Also, when you said the zk connect option hangs, did you get a chance to take a look at the debug/trace logs to see where it hangs ? Do you mind uploading those log files here ?","Neutral"
"Good catch  sorry about that. I had run the tests but I guess I didn't re-run on the very latest rev against latest trunk. New patch fixes the NPEs.","Negative"
"Could you please share how is it impacting ?","Neutral"
"Committed to branch and trunk  thanks Gab!","Positive"
"Ported to branches/2.1 in rev 630315  along with GERONIMO-3840","Neutral"
"I just committed this. Thanks  Jitendra!","Positive"
"Could you see my 2nd patch? :)  Thank you.","Positive"
"Sorry Avdhesh  I forgot to add these two files to the patch  here is the new patch containing the missing files","Negative"
"I'll do it now  thanks! ","Positive"
"Bad IE.","Negative"
"Imo all this just doesn't make sense from a pure performance aspect.","Negative"
"I'll add in the jar then.  Tim, that dslkit is GPL so I can't check it in (Looks good though... )","Neutral"
"Duplicate of XERCESC-1810","Neutral"
"It also happens at the very startup after he has loaded only 3 sstables (hence DataTracker likely have 3 sstables  not a shit load).","Negative"
"Applied branch.  Resolving.  Thanks for the patch Gary.","Positive"
"Any word on whether it will be fixed?","Negative"
"It took me a while to figure out where the problem is coming from  sorry.  So  your way is not a bad way of doing it  though  let me suggest an alternative...  In AbstractFileObject, match the constructor's ""fs.fileObjectHanded(this);"" by putting a ""fs.fileObjectDestroyed(this)"" in  ""abstract's doDetach().""  This way, the count will be corrected.  Currently, it's appears to be wrong in many implementations.  In the overriding implementation of detach(), do a check of (if fs.isReleasable(), fs.close()).  Patches included.","Neutral"
"Patch looks good to me also.  bq. -1 core tests. TestSpecialCharactersInOutputPath failed with NoClassDefFoundError. I ran the same test on my machine with the patch. It ran successfully.","Positive"
"Patch to allow removing the token  and throw UE instead of an internal error when trying to insert and the number of endpoints is less than the RF.","Neutral"
"Nice!  Thanks for adding nice debug logging  too :-) ","Positive"
"Phil   I must have missed this email. I am sorry. I will get this done, and the other changes to support the UpdatingMultipleLinearRegression class.  I updated my source and noticed the changes were missing. I did my detective work and noticed this.  Mea Culpa!!  -Greg   ","Negative"
"Sorry I missed some of this the first time.","Negative"
"+  looks good. Checking this in.","Positive"
"From what i can see on the system the libpthread is in /usr/lib and in /usr/lib64 and both of those paths are in my library config.","Neutral"
"Sorry I thought submit patch was the way to attach a patch.","Negative"
"My bad.","Negative"
"Thanks Sandy. Committed to trunk and branch-2.","Positive"
"Andrew  patch applied at revision r428265  thanks a lot for this enhancement  please verify that the problem is fully fixed as you expected. ","Positive"
"+1 Thanks Harsh  the patch looks good.  > Also, might it be reasonable to mark just isInSafeMode @InterfaceStability.Stable?  Since this is a new API, we are not sure if want to change it.  Let's leave it as-is for the moment.","Positive"
"Thanks Dianne!","Positive"
"Hi Benjamin. Did you actually take a look at the attached MANIFEST.MF? Are the import and export statements in there correct? What is in the XML above is just the maven-bundle-plugin/BND instructions to create the exact list by introspection :) If you think it would be better to explicitly list everything when creating the manifest, please state what you would like to see in there.","Positive"
"Created an attachment (id=16986) Proposed addition to Javadocs. ","Neutral"
"sorry  unassigning myself from this backport.","Negative"
"Doh!","Negative"
"commit 8193b5fddbff65e9e747f08ad36bc0ad41015ab0 Author: Bikas Saha <bikas@apache.org> Date:   Mon May 13 17:35:57 2013 -0700  TEZ-123. Cleanup package dependencies. (bikas) ","Neutral"
"Hi Holly  Thanks!  I have the one comment -  where is the code for InternalRecursiveBundleTracker?  I don't see it in the patch  Did I miss the source code for it?  Lin","Positive"
"I have this issue  where my server and client is creating a lot of loopback threads  that I believe must be related to this issue.","Negative"
"I did it wrong this time.","Negative"
"Sorry for the delay.","Negative"
"Great last enhancements  thanks guys!","Positive"
"We have fixed this in the twitter fork. You can review the fix at  https://github.com/twitter/bookkeeper/commit/a48472911b176d75905399e7c32bb782f3564b83  If you are fine with the change, I will submit this as a patch.","Neutral"
"The TestFileConcurrentReader failure seems to be happening on a lot of builds. It's caused by the process running out of file handles. Maybe ulimit needs to be changed on the hudson server.","Neutral"
"Cool feature!  Performance: - It looks like scripts are read from the resource loader and parsed again (eval) for every update request.","Positive"
"Committed. Thanks Kevin!","Positive"
"Patch committed to trunk Thanks Hari!","Positive"
"Committed to trunk and 4x. Thanks Simon!","Positive"
"Thanks for the update Tom  this is getting close!  Some more comments:  {quote} > src/java/org/apache/hadoop/mapreduce/TaskType.java > -> Public? Stable? It is public. Not sure about whether it is stable yet. {quote} I'd tend to lean towards making it Stable to ensure it's never broken, it probably deserves that status given how central it is to the framework. Thoughts? I don't see either 'audience' for this yet it the patch, maybe you missed it?  bq. Are MarkableIterator and MarkableIteratorInterface public user classes? The unit test for them (TestValueIterReset) implies that the user instantiates a MarkableIterator. +1, public  bq. I left all of the lib.db classes public evolving since they are used by various extensions and users. Does this sound reasonable? +1  {quote} > src/java/org/apache/hadoop/mapreduce/Job.java > -> public  Yes.  > src/java/org/apache/hadoop/mapreduce/JobCounter.java > -> public  Yes.  > src/java/org/apache/hadoop/mapreduce/JobPriority.java > -> public  Yes. {quote}  Again, I don't see 'audience' as 'public', another human miss on your part? Or am I seeing the wrong patch?  ----  Comments on rest of the classes I missed in the first pass:  src/java/org/apache/hadoop/mapreduce/security/token/package-info.java -> Unstable src/java/org/apache/hadoop/mapreduce/security/token/delegation/package-info.java -> Unstable src/java/org/apache/hadoop/mapreduce/TaskTrackerInfo.java -> Public, used in Cluster src/java/org/apache/hadoop/mapreduce/util/package-info.java -> Unstable src/java/org/apache/hadoop/mapreduce/TaskCompletionEvent.java -> Public, Job.getTaskCompletionEvent src/java/org/apache/hadoop/mapred/JobInProgress.java -> limited-private, for schedulers src/java/org/apache/hadoop/mapred/Task.java -> limited-private, for schedulers src/java/org/apache/hadoop/mapred/JobEndNotifier.java -> public, maybe evolving since end-users use this directly src/java/org/apache/hadoop/mapred/LineRecordReader.java -> limited-private (mr, pig) src/java/org/apache/hadoop/mapred/JobProfile.java -> Odd, I thought this was 'public' - but I can't find any uses for it. The FairScheduler uses it, so 'limited-private' ? src/java/org/apache/hadoop/mapred/TaskCompletionEvent.java -> public, accessible via JobClient ","Neutral"
"Release note looks good. ","Positive"
"when we have @RequestWrapper/@ResponseWrapper annotion  the generated WSDL contains duplicate schemas.  See test: JaxwsServiceBuilderTest.testDocLit()","Neutral"
"Are there any plans to release a 2.4.1? If yes  can this fix be included?","Neutral"
"sorry  should have been getDataModel not getDataTable.","Negative"
"Patch applied.  Thanks! ","Positive"
"addressed the Cos and Balaji comments. Latest patch for yahoo security branch.","Neutral"
"The diffs look good to me  but it sounds like this only solves part of hte problems  so we should probably file another bug to get the mgmt GUI 100% functional (for 2.1 maybe?).","Positive"
"Hi Daniel  thanks in advance for your support.","Positive"
"I'll just put fix in under this issue.","Negative"
"DWR validation is working fine for me with FF 1.5  but the submit action for lesson1 is still not working. IE 5.5/6.0 still throws some really disturbing error messages which I could not yet resolve. ","Neutral"
"Fixed in SCA Java 1.2 rc4.","Neutral"
"Tim  The fix is good. Please close this JIRA. Thanks a lot.","Positive"
"It's not too bad once CacheConfig is in.","Negative"
"Thanks Doug for the change.","Positive"
"Sorry  I was wrong about needing to fix Gump - that just needs the build.xml patch to remove the copy of the files in lib.","Negative"
"Hi everyone   What's the status of this issue? Have you found and workarounds?","Neutral"
"Committed the 2a patch with revision 1187204.","Neutral"
"Not commited in cvs.","Neutral"
"Awesome  works for me. LG committing. Thanks!","Positive"
"Committed to trunk. Thanks for review  Stack and Ryan.","Positive"
"Cool  looks good.","Positive"
"This is bad.","Negative"
"ah  right -- skipping the clear would be buggy.  +1 again. :)","Positive"
"I'm happy to use it as the standard logo (i.e. website  etc.).","Positive"
"Ruth  patch applied at r526665  thanks a lot for this enhancement  please verify  thanks.","Positive"
"I can't reproduce this error.  I also can't properly navigate in your example since the UI doesn't properly work on a Nexus 4.  Tried on the Nexus 10  but your splash screen took too long.","Neutral"
"Damn !","Negative"
"Applied patch into trunk and cxf-2.2.x branch  with thanks to William.","Positive"
"thanks","Positive"
"well  if the user uploaded a file in the first FileUploadField  then it should be handled by the first nested Form  and if he uploaded a file in the second then it should be handled by the second  and if both ... then both !  If only outer Form process all the submit then I understand that it can be difficult to implement what I expect, are nested Form informed of the submition or not ? In fact FileUploadException is raised only for size limit exceeded, can't we handle this thru an IFormValidator instead of a hardcoded check ?","Neutral"
"+1 patch looks good.","Positive"
"And I think if we're going to do a sweep up of shit  we should just kill root.","Negative"
"I'm an idiot.","Negative"
"committed revision r580334  regression test added.","Neutral"
"Regex is your friend.","Positive"
"A Quickstart for the bug as Eclipse/Maven Project. Sorry for the delay.","Negative"
"If you ment this  <s:div id=""t4"" showLoadingText=""false""> <s:form id=""form"" action=""AjaxTest""> <input type=textbox name=""data""> <s:submit type=""button"" theme=""ajax"" label=""Update Content"" targets=""t4"" id=""ajaxbtn""/> </s:form> </s:div>  it still doesn't post the form values in IE but works fine in FF  Thanks a lot for your quick response. I really really appreciate  -ravi      -- Ravi Mangalagiri www.bluepitch.org (My personal website. Coming soon!) 703-505-4240 (c) ","Positive"
"This might be a bug indeed.","Negative"
"I opened [HADOOP-3607] to fix a wrong URL  but appart from that I don't there's still references to the old structure.","Negative"
"yes - this is HDFS-4866 releated. I've added reference.","Neutral"
"Thanks Ivan for take a look. I'll go through and work on this weekend.","Positive"
"Thanks Ivan. I'll do the changes by just return if it matches as you suggested. I'll investigate it later.  bq.Auditor will be a top level daemon, so it should own its create it's own LedgerManagers and ZooKeeper client. The only thing passed in to is should be the configuration.  Anyway we are planning to have initialization class which does starting Auditor and RW threads. Would you agree to create ledgerManagers there and pass it to the Auditor and RW daemons?  In that case, shall I keep the ctor as it is. (by taking managers)  {code} public Auditor(String bookieIdentifier, AbstractConfiguration conf, ZooKeeper zkc, LedgerManager ledgerManager, LedgerUnderreplicationManager ledgerUnderreplicationManager) { {code} ","Positive"
"Yeah  can't cache KV.  Can we have something for one server first?","Neutral"
"Hi James   This patch has been applied by chirino in the revision 576522  at Sep 17.","Positive"
"My bad.","Negative"
"Committed. Thanks Yongqiang","Positive"
"[~bikassaha] Thanks for the heads-up Bikas! This JIRA is not concerned with the Tez integration for Pig and is simply the abstraction in Pig to allow for alternate ExecutionEngines in Pig. But will certainly change this on the Tez integration side of stuff.  Thanks a lot [~cheolsoo] for continuing this! I think everything looks good from my end. I can certainly see why we may want to keep this on a different branch until everything is finalized. Certain things may still need more work. For example, OutputStats is not completed abstracted out, as it still has references to POStore which is a MR implementation construct. ScriptState/PPNL/JobStats may still need more abstraction (especially PPNL) and reworking to incorporate a new ExecutionEngine abstraction. I think what we have done here is the minimum foundation for an abstraction though, and it would be appropriate to put into trunk, but these are not my decisions to make.  With regard to public methods that were changed, I don't think most of them are a big deal, besides as Cheolsoo said, the PigServer throwing PigException. I never thought IOException was a good exception to throw, but I think reverting PigServer back to IOException as it is userfacing code is not a big deal. The rest of the method signature changes shouldn't be worrisome because most of them are internal to the project.  However, the change from JobStats to MRJobStats, while necessary (as each ExecutionEngine would have it's own type of JobStats it would present to the end user), could be problematic because it is userfacing code and would probably break people who were previously using JobStats. That I think is the most important thing to keep in mind. The task of making the PPNL and JobStats clearly tied to the ExecutionEngine should be thought through also.","Positive"
"submit patch","Neutral"
"Not sure if the patch was pushed for review or not. In any case  fixing the build is pretty trivial  the changes made to ModificationStatement should just be reverted (and we should just pass the CL in argument to executeWithCondition() to SP.cas()).  Other than that: * I believe we now refuse CL.SERIAL for the cas() method (because CL.blockfor() throw an UnsupportedOperationException for SERIAL). Maybe we can make SERIAL mean ""wait for nothing on commit, not even a local one"" (which probably amount to making CL.blockfor() return 0 for SERIAL and adding a 'if' in WriteResponseHandler ctor to signal right away if blockfor is 0). * I don't think CL.ANY will really work as for normal writes since we don't generate hints for commit. Maybe we could (generate hints) ultimately btw, but in the meantime, it might make more sense to refuse it (and thus make the default for CAS be either SERIAL if we do the preceding point or ONE). * We don't call CL.validateForWrite() when calling CAS (and we shouldn't as it complains with SERIAL), but maybe we should add a validateForConditionalWrite that would at least check we have the right replication strategy when using the multi-DC specific CLs.","Neutral"
"I think you should get rid of the open-ended version spec [1.2 ) as it occasionally screws things up by bringing in snapshots or non-working code. Otherwise  to my eyes  it looks good.","Positive"
"Thank you Babak!","Positive"
"Duplicate of CASSANDRA-4587","Neutral"
"This is not what I build a framework for.","Negative"
