Comment,Sentiment
"There is no VDSM action here, only database - just make the command transactive, and save yourself all this hassle.",Negative
Please use double quotes for EGL/egldefs.h and log/log.h. These headers are now local. Same comment for other files including them.,Neutral
This is a mis-rendering in Gerrit. The actual code is properly indented.,Neutral
"use functionDecl->getLocation() instead of functionDecl->getSourceRange().getBegin(), so the caret is nicely positioned under the start of the function name",Neutral
"Well - these files are still generated by autogen.sh, if no autogen.input is present. And when I asked on IRC, people told me they are still used.  Actually I was told to keep the minimized info message to move config from autogen.lastrun.bak to autogen.input, instead of some more prominent header.  I actually don't see a reason to deprecate the configuration via autogen.sh commandline arguments. For me autogen.input is just an other way to configure stuff.",Neutral
"Alternative? The ret pointer will be free'd outside of this function, therefore I need to return a pointer here. and *ret is assigned NULL above (instead of the g_new as before).  If I'd return just NULL, it would add complexity to code outside.",Negative
Yhis could be removed and use as parameter of the reset method.,Neutral
Then this one can use SHA1 and another patch could change the existing instances.,Neutral
:-/ no really there is a mix on indent (and it is tab by majority (i will fix rest of file) and add modelines...,Negative
"Just cleaning, this regex remove  empty string concatenation:  + ("""")  This can happen when we start a new group of concatenation (see appendConcatOperation()) and there is nothing to print afterwards. In this case the string ends with a concatenation of an empty string",Neutral
"no need for this change this, you are not using the ""e""",Negative
"That commit mentions that a GCC 5 change motivates forbidding -fPIE, but I haven't seen any reason to also forbid it for GCC 4. That configuration has been ""not broken"" since Qt 5.0.  Maybe some rationale for that can be put into the changelog too, because it would seem easy to check __GNUC__ before deciding to #error.   There *are* also people using boost build and other non-qmake, non-cmake buildsystems too, so limiting the #error could have been wise.",Neutral
[info] Unable to get class information for @throws tag 'UnableToCompleteException'.,Neutral
These methods should also probably go in the anonymous namespace.,Neutral
"missing a comma here, can you help adding it back? ;)",Neutral
"instead of this simply add ""creation_date_time=creation_date_time"" to __init__ method bellow",Neutral
"This should be safe because this string isn't really used in the GUI - it's used as one of the arguments in a later format string, so it's copied. In fact I could (and probably should) just use NULL instead of packet_scope().",Neutral
"while you're at it, would it make sense to fill in the remaining cases? Desktop, Music, Movies, Pictures, etc...  the implementations which can be supported using a virtual file system (i.e. media types, as long as the permission is set in the manifest) can be added later, but having the cases here already seems reasonable",Neutral
You may want to check for NULL because cbmem allocations can fail.,Neutral
Make sure the smbus code is compiled and linked in.,Neutral
presentation::AnimationEffect aEffect = presentation::AnimationEffect_NONE;,Neutral
"Sounds like it should be disabled. It is reasonable to run a whole multi-sim workflow (em, equil phases, simulate) in the same set of multi-dirs, so being able to use   mdrun_mpi -multidir the-dirs* -deffnm equil-npt  would be a nice thing. I haven't tried -multidir with a non-default equil-npt that I remember though.  Should we be looking at doing the directory change for -multidir earlier than we do?",Neutral
"Note that these can be usually written simpler as just """" instead of OUString().",Neutral
"I guess this must be an unsigned integer because of the way we shift bits in the next file. However, in that case the width too is likely important, and I would suggest using gmx_uint32_t for clarity.",Neutral
"You're right. Ivan,tenant_id is non-admin tenant need to change to admin tennt id here. will fix it in next patch.",Neutral
change the error message to reflect that key size is big.,Neutral
Why are we allowing calls to non-existent functions?,Negative
"setPageTitle() takes a Message, so no need to change anything here.",Neutral
At least put // @todo something. Helps us keep track of what still needs to be looked at in the codebase.,Neutral
"We should not reset the current filter here, but still need to use it for incoming read operations, and then replace it with the new filter in an atomic way below.",Neutral
please add a comment explaining why leaving a try statement in the AST (with no catch blocks and no finally block) would leave the AST in an unsafe state,Neutral
"Why call it GetStartIndices() instead of the expected ""GetSeeds()"" ?",Negative
"It better to have a log here rather than having GF_VALIDATE_OR_GOTO. The log can be gf_msg (this->name, GF_LOG_ERROR, 0, Q_QUOTA_INODE_MISSING, ""Missing inode, can't adjust for quota"");  Just add a enum with appropriate number associated to it, there is no diagnosis for this.",Neutral
it would be nice to use a DTO for the options. this would make it possible to extend it later (which I am pretty sure we will do) without breaking extensions using the interface,Neutral
"yes, that's the point: if it's a *designer* plugin, it needs to depend on designer, as in the other example. but this is a ui loader/widget plugin only.",Neutral
Combine both the if statements into one single if statement.,Neutral
"there is a warning ""unused variable w"" here ... i'm guessing this should compare w.size() with 3, right? i'll push a fix for that to master...",Neutral
please make the comment style consistent (so here it would go behind *pDfltFrmFmt),Neutral
"And here, end with a single ""},"", and the next line becomes ""}},"".",Neutral
"Find a way to create the logger elsewhere, because we cannot specify in this configuration file a path where the user is allowed to write. By default, the file will be in the current eclipse install folder, but as Max pointed out, many users ahve eclipse installed in a folder where they're not allowed to write...",Neutral
this doesn't make sense to me.  Why can we distinguish it? What depends on what happening before what?,Negative
"next time, describe to which repository they're going.",Neutral
"This method looks really strange, it seems to allow to get or create a view model context at the same time. The parameter set is confusing. It is not part of this review, but please add a BR to discuss this separatly",Negative
"It'd be nice to coalesce such case lists into a single line, up to some line length.",Neutral
This bootmode is allover the place in ACPI too. I was considering doing enum with follow-up later.,Neutral
"yeah, just wondered how likely that would be in combination with OStringBuffer?",Neutral
The indentation on these lines seems to be wrong (same for Backend call below).,Negative
"Could you add a quick comment, something like ""Return any uncommitted resources""?  It took me 2 minutes to figure this out even though I know most of this code already.",Neutral
Don't you need to unlink all the socket files as well?,Negative
"That could be changed, I imagine, but Jenkins will probably add ""helpful"" spacing too... :-(  If there was a way to have Jenkins keep a per-build archive, then we could have it make available the corrected files?",Negative
There may be a minor bug here in that there can be a TMPFAIL at authentication time.  This doesn't seem to handle that.,Negative
"Not really a fan of making it an error, as it is perfectly legitimate policy.  Maybe a warning.",Negative
The list of maintainers seems to be organized alphabetically by translator name. I guess tiering should be listed after quota.,Neutral
"string.join() is deprecated. Please use ','.join(vmList).",Neutral
if defined ITK_HAS_TYPETRAITS_TR1_NAMESPACE  define ITK_STD_TR1_NAMESPACE std::tr1 else  define ITK_STD_TR1_NAMEPSACE std endif,Neutral
Perhaps not so useful. If a user had a class that was no longer sent to other applications the Parcelable boiler plate code could be removed.,Negative
"declaration of ""tv"" can put in this block, but it's not kernel code so it's not a big deal.",Neutral
it should be     if( this->m_UsePhysicalSpace && !this->m_PhysicalSpacesMatch ),Neutral
Good call!  New code uses work_git.rev_parse('HEAD').  PTAL.,Neutral
Have you measured the performance difference with RegionOfInterestImageFilter?,Neutral
"Could you add another test which uses line breaks after ""${"" and before ""}""?",Neutral
"Hi Tobias,  You've got a typo (lenght -> length):  i.e. if (firstChildSel.length < 1) {  Thanks, Ghada",Neutral
"Why checking for null pointer here? delete handles null pointers just fine, you only add overhead here.",Negative
the name is very generic; yet what it does is just poll for updates. The problem goes away if the script moves to vdsm-tool.,Neutral
"Hi Robert,  Don't really need these global variables here.  They're not used within the function.  Thanks, Ghada",Neutral
"> The bug that I reported was actually on the change screen; I had not observed the same issue on the project page.  Yep, the original fix was to fix the project page. It'd be great if we could fix both in one go.",Neutral
"You probably need to check for divide-by-zero here, since addr_len comes from compr, which is based on packet data.",Neutral
"We should move this to some other module since it has very little to do with SIMD, and it was only a hack for a single architecture. However, that will require us to write a different hardware module, so for now I've added a define for GMX_SIMD when any of the SIMD architectures is enabled (which is good to have anyway).",Neutral
"inefficient. instead of using contains() above and section() here, one can use indexOf() above and mid() here.",Negative
"-default is unnecessary now, it starts with no projects",Neutral
Are these redundant copies of those in arch-agnostic lib/romstage.ld ?,Neutral
"Anything that needs to run in the UI thread needs to be wrapped this way, otherwise the IDE complains. It is in the UI testing doc I sent you: https://docs.google.com/a/google.com/document/d/1UBVjIEYXoNVZeYT1NKjqPhCYSkU-X2lWVCrFHbXnPnM/edit?usp=sharing",Neutral
"I don't always agree with Paul, but when I do, I'm either drunk or I have a very good reason.",Negative
"The problem is, at the opensource side, if this breaks the app, people will try to debug it by themselves or worse they will just give up and do not update to the latest GWT version - I don't want that to happen, especially for this release.  On the other hand if somebody hits the problem, it is easy to point them to the workaround. This is not ideal situation but that is what I prefer right now.",Neutral
The performance characteristics of ArrayList should be similar enough to use here instead of introducing JsObjectArray.,Neutral
"Please see here: http://review.coreboot.org/#/c/6192/11/src/northbridge/intel/i945/acpi.c   dev = dev_find_device(0x8086, 0x27a0, 0);         if (!dev)                 dev = dev_find_device(0x8086, 0x2770, 0);         if (!dev)                 return current;",Neutral
"Which tarball do you mean here? I don't see why installing the file would matter for the source tarball, which is the only thing we are currently interested in. I tested, and the INSTALL file ends up in the source tarball just fine even without this block (but with the other changes here).",Negative
"Please rename this to extcap-capture-filter or similar. The convention here is, that the extcap arguments exist together with non-extcap arguments in a binary. --capture and --fifo are the only exceptions, because they start the process and fifo is a generic argument.",Neutral
"I'm not sure we would ever remove this. When running the Super Dev Mode from a static html page instead of a server, people link directly to .nocache.js, so it should always exist.",Negative
"Yep, I've merged the two into |supportedSignatureAlgorithms|.",Neutral
"I don't think so. I am not familiar with where they make a difference, but it looks like an intentional special Mac case (See MacMessages and canShowMacSheetPanel).  I suspect this works fine after the general UI is up and running - and that the problem here is a side effect of being the first frame.",Negative
"yeah.. that being said, the protocol explicitly state it to be two bytes ;-)",Neutral
(style) I don't understand why this is in its own scope?  It just causes all of the code to be indented further for no particular benefit.,Negative
I would go for 2 template arguments InputIndexType (which could be by default IndexValueType or unsigned int) and Dimension,Neutral
"Actually, I realized late last night that it probably didn't make sense to specify the damage using frects, since the damage is defined on pixel boundaries (I was originally thinking frect because sourceCrop is a frect, but that's not exactly analagous).  I think this should be hwc_rect_t. That probably implies that we should use hwc_region_t, except that size_t is way overkill and will eat another 8 bytes in 64-bit relative to this (since we're currently getting the uint32_t for free because of padding).",Neutral
"started implementing the test with existing key, then acquiring relevant byte[ ], to be continued",Neutral
"The correct one is according to JamesF ""wiki"" instead of ""index.php"". He's fixing it up on the server.",Neutral
"Patch Set 1: I would prefer that you didn't submit this  I agree with the first reviewer, turning the condition around will make it better readable. Besides that, great idea and solution!",Neutral
"No need for Provider here, inject FlushCashe directly. Both PostCaches & FlushCache are singletons. So the Provider hurts more than it helps here. E. g. on line 105 it get called in a loop and returns allways the same singleton instance.",Neutral
Read my comment regarding this in previous patch sets,Neutral
"pass errno as the third param and remove the ""errno=%d"" component.",Neutral
It was only referenced from the description text in rest-api-accounts.txt which is deleted by this change. Since the JSON entities of the REST endpoints are described directly in the REST API documentation I've moved the description of the QueryLimit over to rest-api-accounts.txt.,Neutral
"No, because this file and this macro is also used from plain C code, which only accepts this form of casting. Adding #ifdefs just for this purpose does not seem useful.",Negative
This hides preference and makes it unavailable. I think that fetching it (if exists) and appending to a new preference is better.,Neutral
"P.S. - now that this is an attribute of the campaign, not an action, we need to change the i18n string to ""Archived""",Neutral
I still can't decide whether this belongs here or in superio/winbond/w83627hf/w83627hf.h ...  This applies to every romstage.c in this changeset.,Neutral
"My theory of this test: count goes to zero because the delegates go far enough out of bounds to be destroyed.  But because of the easing formula, you have to flick harder to make them go that far out of bounds now.",Neutral
"Yeah, I used that in other places. You're right it doesn't make much of a difference: no difference for norm and about 20% or 20k for the language tables. I've simplified the code and also now use NewFormattedFileWriter in all the other places where I'm used go/format before. See the diff of language/table.go to see how it is affected (will first do the IANA update separately).  Unfortunately, this increases the diff a lot. Again in language/tables.go. But you can verify the data itself didn't change by looking at the checksum at the bottom.",Neutral
Since all TNG constants in the header are prefixed with TNG I think it could be nice to just call this variable API_VERSION and then use TNG_API_VERSION in tng_io.cpp and switch the names in version.h.in.,Neutral
it will be used by the UI from a query: when suggesting auto-completion of all existing labels,Neutral
Maybe move this to getStringMethod and rename getStringMethod to getStringMethodOverload?,Neutral
"Hi Tobias,   1. Please include the file comment at the top:  /**  *  * @package    mahara  * @subpackage artefact-multirecipientnotification  * @author     David Ballhausen, Tobias Zeuch  * @license    http://www.gnu.org/copyleft/gpl.html GNU GPL version 3 or later  * @copyright  For copyright information on Mahara, please see the README file distributed with this software.  *  */   2. Also, please include:  defined('INTERNAL') || die();  Thanks, Ghada",Neutral
Why do you set the value to true for the requiresAuthentication here since it is already set when you create the class !,Negative
This method now only sends email; I would change the name to reflect this fact.,Neutral
"magnus, to write something along the lines of this is the number of sets of the most frequently written output type per frame set. the best default will need some experimentation. ideally this would be a user-configurable option, but it is not clear whether a (hidden) command-line option would be best (or env var), and not clear whether anybody would really use it in practice. Disk is cheaper than user and/or compression time, for the most part. So we'll add a TODO to reconsider for 5.1(?) and not before.",Neutral
"Same here, toQt or just toVariant as it is taking a Json::Value.",Neutral
Patch Set 5: Fails  This already failed the unit tests once. Please do not submit any CLs until the unit tests are fixed.,Negative
[optionally] extend SSH based acceptance test too:   acceptance/ssh/GarbageCollectionIT.java,Neutral
what happens if this fails? You have already deleted at the backend...,Neutral
might as well drop the conditional and just assign it,Neutral
The value is having an ABI compatible way to pass the proper information to ramstage from romstage. There's no reason to allow something that can change to break in the future. Take for example the current different sizes of the previous space reserved in the cache_as_ram.inc files. Things that are brittle will break.  What is the bare minimum amount of info that needs to be passed? Isn't it just a bar and a couple of endpoints?,Negative
So it should be also fixed in QCryptographicHash documentation,Neutral
dict_ref (src->ctx) would ensure that ctx is not destroyed with the destruction of the @src event.,Neutral
"any reason for not using constants from the enum? if you'll ever change the enum,  this tests will produce useless noise.",Negative
Copy the password hash from $oldCentral to $newCentral?  You should probably run that idea past Chris first.,Neutral
"Might be better to move this test to right after the docio_read_doc_key_meta call, since it's doing the error handling for it. If there was an error, there's no point in populating 'doc' and '*doc_offset', right?",Neutral
http://godoc.org/golang.org/x/tools/cmd/benchcmp will help make the benchmark comparison more readable.,Neutral
"You removed this line in I1c2a5a9c3da5 with a commit message that noted you wanted COM removal only in the second half of VV, but there was no related change to how that worked. How do we assess when you were right? :-D",Negative
I mainly tried declaring all variables in the local-most scope.,Neutral
"template< unsigned int TDimension, class T >  Prefer a more descriptive name for the second template argument.",Neutral
prefer to have variables as local as possible.  This helps with long-term maintenance.  for ( unsigned int i=0; .... {    for ( unsigned int j=0; ... { } },Neutral
"use mock.patch.object, also should be able to use the decorator like on the other method.",Neutral
"I don't see where we append the rewinded header to the database file. Otherwise, when we open the db file next time, it will still give us the latest header that is not rollbacked.",Negative
Consider merging these uncommon write barrier forms in to one function that takes flags.  I think there's a bug in the later atomic function fixes that this would help address.,Neutral
"A better way to do this is | awk '$2==""id"" {print $4}'  it suffers from less false positives on the 'id' string, and it's more efficient.",Neutral
"I think columnName is a property that indicates a column's name.  I'm going more for ""which column should we extract from the file"".  I thought about maybe columnToUse.  I'm not sure because this configuration is going on a wiki page.  I'll change it for clarity, we can think about it more when we do the mediawiki change.",Neutral
similar to previous diff; this is just moving the crop state from an SWT Button state to a flag in the wizard state object,Neutral
"Since there is a Gerrit issue [1] for this bug, can you please add a reference to this bug as footer?    Bug: issue 871  [1] http://code.google.com/p/gerrit/issues/detail?id=871",Neutral
You only need assertTrue(Object.class instanceof Type);  The rest will break GWT test for the cases where there is no metadata available.,Neutral
"Done, although this filter is specialized for 3D only.",Neutral
"If we're trying to make this documentation more consistent with other module pages, then I assume this page is meant to be similar to http://qt-project.org/doc/qt-5.0/qtcore/qtcore-index.html in terms of listing the types provided by the module, so we should add a list here that link to the following types:   * Component  * QtObject  * Binding  * Connections  * Timer  as these are the types provided by the QtQml module.",Neutral
"am i confused, or will this get the above error ""Invalid host name (docroot="" . $docRoot . ""), can't determine language."" ?does it need to be in an other ""} else if {""?",Negative
"This doesn't do any correctness tests of the file, while a start that they exist, I could just be touch'ing files.",Negative
"Maybe ""findSubClasses"" would be a better name for these methods?",Neutral
"Hm, alright, fair enough. Most of the code I've seen uses mw.msg(), though.",Neutral
"Ahh yes. OK. ROMCC and all that. I forgot about that jazz. On further thought w.r.t. the naming. It should really be pcidev_t, no? That would be typedef'd to unsigned int *and* used in struct pci_path? That name would be clearer. Or are we doing to try and encode all different types of devices into a simple_device_t?",Neutral
I removed this in patch set 2 - my use case should be handled in the (abstract) controller,Neutral
"Yep, not sure why it was using a string there. Thanks.",Neutral
"Should we set ""io->ci_ignore_layout = 1"" under such case? then subsequent layout processing can be ignored.",Neutral
Because total bytes of addrs should be greater than size.,Neutral
unused parameter 'p_info' [-Werror=unused-parameter]   (p_info ? -> pinfo ?),Neutral
"I meant the NodeName of the element (so that the path would become, e.g., ArrayId/Real[2]). Can be postponed for later.",Neutral
"with proto_tree_add_item, last argument is encoding no value",Neutral
I am sorry. I just missed it before. errno should already be set to ENOENT if resolve/lookup fails. We shouldn't map any other genuine errors to ENOENT.,Neutral
"Ahh, I see.  :)  I'm not seeing an isEmpty() method for the Cursor class.  Should I check for moveToFirst == false instead?  Also, while I'm on this, is there a reason we call the CursorLoader parameter CursorLoaderLoader and the Cursor parameter cursorLoader?  Can I change them to just cursorLoader and cursor?",Neutral
commit.hashCode() should be sufficient. A commit can only have one author.,Neutral
"Intentionally made this INFO, as restore being a not so common operation this log wouldn't be quite frequent, and also it's good to know why and who stopped bricks in these cases for debugging later, coz most customer setups don't run in debug mode",Neutral
"And We dont have all functions available in cluster.rc (volinfo_filed, get_quotad_count, ... so on",Neutral
"no ?  And would it actually be ""Process nested group objects""?  Help needed",Negative
"I have tested this race using gdb (as result I commented below code), here we are just stopping new threads, we are not destroying rpc structure/any resource.  There might be already running threads which may be try to request rpc/uds calls(submit and reply) after rpc and uds stop, in this scenario i was getting error from rpc layer. I dint see any seg fault.  I will try to do some more tests in this race condition.",Neutral
Please look at https://wiki.eclipse.org/EGit/Contributor_Guide#Checking_for_JGit_API_Changes_using_API_Baseline  I suggest you setup API checks. They give a lot of warnings here about missing @since tags etc.,Neutral
"This is unnecessary, only MWExtensionInspector uses nodeModel",Negative
"debug print but not errant, and commented out. i got tired of putting back every time i came to this routine.",Negative
"As of now, some caller assumes that the returned ref is not nil when the returned err is nil. When this assumption is not valid, as the original code shows, subsequent actions on the returned ref would cause NPE and lead to GOXDCR crashes, which caused the issue in MB-18266.   Returning a metadataNotFound err here is more correct conceptually, since this code is called from query APIs for remote cluster refs, and not being able to find the ref is an error condition. It will result in more consistent and predictable behavior -- the aforementioned issue will no longer occur.",Neutral
"call the function, pass the device also into the function",Neutral
but cd() returns bool I don't think absolutePath() is a valid method call on bool,Negative
"why? we removed prelinking for a very specific reason (security), and I don't think we want to put it back in the platform.",Negative
or  ask the maintainer to commit the change on the author's behalf.,Neutral
"Consider using expert_add_info and use the proto_item* returned from proto_tree_add_item(ath_tree, hf_ath_hlen, ...) so that the hlen field that is bad is highlighted)",Neutral
"Since the array is actually only used in one case, I'm not sure that makes sense. Added a comment instead.",Negative
"Should be $table = new XMLDBTable('usr_watchlist_artefact'), right?",Neutral
every bucket needs to have its own gen to avoid sharing updates/deletes with other buckets.,Neutral
"> Can we have 32-bit processes calling into a 64-bit BufferQueue or vice-versa?  The 32-bit process would be calling in to a different BufferQueue, right?",Neutral
"Actually, it seems my comment isn't quite correct. Windows has strerror(3), and it behaves like you would expect... for the C library.  The Windows API calls essentially have their own errno that is retrieved by GetLastError(), and these error codes are not the same as those used by errno, and thus use the gross API (FormatMessage https://msdn.microsoft.com/en-us/library/aa908810.aspx) instead.  I'm not actually sure what to do with the logging API here, given that Windows actually needs two PLOGs...  I'll update the comment either way.",Negative
"This is quite sneaky.  This doesn't cover QWebView::setPage(0) for example, you'll still be attached to the old window.  But given that this code shouldn't change too much in the future, calling updateWindow in all different setView/setPage isn't going to break less, so +2 anyway.",Negative
"These variables are only used in the next call, I'd remove them",Neutral
Not having doxygen documentation for the defines will generate warnings when merged to master.,Neutral
"I think that's just a mistake in make.bash.  It's better to fail fast and minimize distractions to stderr when you know you've already lost.  I'd say add an exit failure here and then submit. If you feel strongly about keeping it as-is, you can submit this too and we can fix them both later if we decide to.",Neutral
"I see you are calling the same $user->get('institutions') twice.  It looks like this can be simplified to:     $institutions = $user->get('institutions');   if ( !$USER->get('admin') ) { // for institution admins       $admin_institutions = array_filter($institutions, ""is_institute_admin"");",Neutral
Please use org.eclipse.emf.compare.internal.utils.ComparisonUtil.isDeleteOrUnsetDiff(candidate) instead to also get the intended behavior for multi-valued attributes and unsets.,Neutral
"This should also be converted GF_VALIDATE_OR_GOTO, take this as global comment",Neutral
"I don't think the comparison with the SshCommands (or RestViews) is fair. For SSH commands we have a simple lookup by command name and it is all that matters.  For project rename tasks it may be (and probably is) critical in which order the steps are executed. It is not just a set of tasks that can be done in any order. For a critical command as project rename the order of tasks execution should be explicit. At least it has to be documented. Right now, one has to look in the TaskModule, then in the DynamicSet and find out that, internally, it stores its items in a list which means that the iterator() will iterate in the order of the elements as they are in this list. And this is not even documented/guaranteed behavior of the DynamicSet.",Negative
divider/spacer not needed any more - spaces should be created by t3skin itself,Neutral
This check is improved in https://review.typo3.org/#/c/32645/1,Neutral
functional changes?? I just flipped the ifs. But I just see that there's still the skipSystemDependencyCheck stuff in it.,Neutral
"OK will work on the object containing tolerances for both precisions, with the helper functions intended to be the main way to construct them.",Neutral
"i think you really want a pthread_once_t here instead, unless i'm misunderstanding what you're trying to do.",Neutral
LG_MSG_INSERT_FAILED => LG_MSG_RBTHASH_INSERT_FAILED,Neutral
"this should better be moved to a signal in IWizardFactory then, I suppose. but different patch.",Neutral
"This says 6 parameters, of which 3 have to be given and 3 are optional. If the function expects 4-6 it should be   6; 0; 0; 0; 0; 1; 1;  You can check in the Function Wizard what/how it is displayed.",Neutral
"This isn't C. Stop comparing it with C. What you are doing here with the brightness is just redefining the same thing. Both boards you touched have the same definitions for the brightness, \DSPC.BRTU and \DSPC.BRTD, so it makes limited sense to redefine them as something interim.",Negative
unused parameter 'pinfo' [-Werror=unused-parameter],Neutral
"I have the feeling that we should perhaps split the functionality here and use a separate enum for OpenCL which would indicate the forking point if a future OCL device needs different cluster size. Perhaps an overkill now, but it would not hurt.",Neutral
Its probably better to include this line in a {} block to avoid inadvertent errors while making any changes around this code block as well as to make the code clearer to understand.,Neutral
warn: lnet_ping():check that 'tmpid' doesn't leak information (struct has a hole after 'pid'),Neutral
Please add the tab. ItÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s sad that the latest clean up patches for the Butterfly were not adapted.,Negative
"mdrun -nstlist > 0 is not affected by this change, it will still change nstlist. Or do you mean to add a note even with nstlist=0? nstlist=0 is explained as guess and 1 with 1 seems ok to me.",Neutral
"where size is not the issue, and performance is not a big deal like in test, please use range() to mainatain future compat with python3",Neutral
should probably also mention the the optimizer scale estmation was pushed into the parent class,Neutral
I agree with the above comment ... the above logic change  should be in a separate patch than the channel handling,Neutral
"This entire code above this comment can be deleted as long as the ""dp = node.data.parsoid"" is fixed to set it to {} when node.data or node.data.parsoid is missing.",Neutral
"If you are currently on 0.10,+ you won't see the message. This only appears only when coming from 0.8 or earlier.",Neutral
Our convention here is to have URL like this:  /node/controller/reloadCertificate,Neutral
"no chance vds is null? lets say vds moved to error, then user remove it from system, will this timer still trigger?",Neutral
"Patch Set 1: Looks good to me, approved  LGTM; and yes please do upstream.",Neutral
you'll need someone with some maven experience to review this,Neutral
If I understand this right the buildr process is able to load Java classes dynamically and invoke them with reflection? That does it make it slightly easier to do some complex steps.,Neutral
need to check for values <0 and use 1 (second) in that case.,Neutral
Removed 'to' as the assertion is there for mostly documentation purposes.,Neutral
"This is the same as in the underlying OS calls, and this same construct is also used in the nbsearch pair loop, as it minimizes the amount of code the caller needs to write for correct looping (and is quite easy to implement, as there's only one function that returns something).",Neutral
It is possible to kept alcatel-lucent.xylan (and remove the other)  Xylan has buy by Alcatel in 1999... (if i remember..),Neutral
Make this something like  'You have no posts tagged %s';  and put in the changed in the tpl file,Neutral
"Yes.  Actually, look at what I just merged to master with the query operators, in particular you might want to read the documentation in user-search.txt.  You can write a query to identify changes that can be submitted:    is:open CodeReview+2 Verified+1 -Verified-1 -CodeReview-2  If we put that string (minus the is:open part that would be implied) into your field, it means what you want it to mean... you can submit this only if the above expression is true.  By making it a single string, all you need to do is feed the string from the table through the ChangeQueryBuilder to get a Predicate<ChangeData>, and then run match() on that to see if the submit is possible.  That completely removes the FunctionState mess and starts to move us into this configurable submit logic that we have been discussing for quite a long time.  So the existence of that ChangeQueryBuilder and its Predicate support classes is why I was trying to steer you into a simple string here.  We have the code already done to handle that as a string, and users can use the same syntax to search for changes as they can for controlling how we manage them.",Neutral
"@jichenjc, @Chris, I will do it separated blueprint, thanks",Neutral
I remember 'Url' was the suggested one but URL class itself was all upper case so I was in between. I'm changing it to fromUrl.,Neutral
"I thought a little about this. Basically it should work like this:  ImageName is null: there's no friendly name for the image, use the ImageId to list/display the image.  ImageName is not null: there's a friendly name specified for the image but since it can be duplicated (it's not guaranteed to be unique), then we should also give an hint about which image it is (at the moment that's done reporting the initial part of ImageId, just as git does with short hashes).  Now considering this last case if we set ImageName = ImageId, then the displayed name would be something like ""myisoimagename.iso (myisoim)"".  Please let me know if you have a better idea on how to handle this all.  Anyway (beside the image name displaying) I think that the safest way to address this now is not to set an ImageName since in fact there's not an additional friendly name to set.",Neutral
No need for the above...  The commit log & diff & etc provides info about the change.,Neutral
"Hi Edwin   thank you to have a look.  I removed them, because current version of ProjectsTable already has these 2 lines content .  I test this feature and  find 'k', 'j', 'o'  can work.    with or without this feature, 'Enter' hot key can not work. we can test by   https://gerrit-review.googlesource.com.  I ever try to only add   {  keysNavigation.add(new OpenKeyCommand(0, KeyCodes.KEY_ENTER, Util.C.projectListOpen()));  }  but Gerrit feels not happy and give  a running time error  http://i.imgur.com/4pL2N.png.  I guess its a bug at some corner of Gerrit.  /Bruce",Neutral
"Indeed, annoying even more as -i in POSTROUTING is already used in external_gateway_nat_rules (L1468)",Negative
"... quite contrary to cases where the string is only compared (or appended to non-empty), in which case QLatin1String is more efficient ...",Neutral
"I don't get it - you do not have the same keys here and in the rpm-based part. We'd like this to be a portability layer, so that Engine should not care if it's RPM or DEB.  Maybe the mapping is impossible - but it does not seem that there's an attempt here.",Negative
"I think it is, if you read the documentation of what's happening when there's already a conversion registered, the new conversion function is getting deleted, i.e. nothing will happen. One could of course remove the old converter, but that would be bad if a conversion is happening at the same time in another thread. Therefore it's the same kind of warning as in QObject::connect, e.g.",Neutral
"What happens if match is missing or empty? Does it do something sensible when trying to match against an empty pattern, or should such commentlink rules be skipped (e.g., with a 'continue;' statement here)?",Neutral
"I think that this should be removed, and phdr->len and phdr->caplen needs to be incremented by 1 + 16 instead (see other comments below).",Neutral
"Should this call Free(), or just remove Free() and put that code in here?",Neutral
"""create a vdsm.config.config clone, modified by tunables  tunables is a list of (section, key, val) tuples""",Neutral
"Ohhh. I have a white background, so I didn't catch the yellow highlight. Thanks!",Neutral
"I don't line inline styles, can this be done in CSS?",Negative
valign is still spread a lot across the core - this will be a seperate task to clean this up. this makes it only more easy to find.,Neutral
I don't think config can be null.  So now you can drop the method. :-),Neutral
Suggestion: so it is recommended that it not block...,Neutral
"Same WERROR_COMMON_FLAGS note, guard by if(WERROR_COMMON_FLAGS)?",Neutral
I see. I can probably help you with that. I would like to assert that if HAVE_USBDEBUG is available the chipset and/or mainboard does the setup in bootblock to get things at least halfway working. That or so early in romstage it is before console. I think that is a good goal to have.,Neutral
"Because it's racy. It should be guarded optimally with a lock that is not so global, but then you're talking about improvements that are in the nanosec granularity.",Negative
The above code from 2008101602 is present in the 1.1.0RC2_RELEASE so therefore existed before the 1.1.0_RELEASE so needs to be removed.,Neutral
shouldn't it free the allocated memory here and return null if mkstemp() fails?,Neutral
"hmmm... this is strange... ok, we succeeded in authn, but have not yet authz, so we cannot report it here.  we should report only after we have all information... where do we do authz in this case?",Neutral
How about that one? Is it because you won't be able to automatically change call sites?,Neutral
"Oh, thanx! I actually did not know that it was possible ... like Code Review for team learning :-)  Will fix in the next patch-set.",Neutral
